id,page,bbox,text length,text
2482,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95679473876953, 495.98699951171875, 45.914794921875)",7,1. 2. 3. 4. 5. 6. 7. 
2483,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(53.8590087890625, 474.0827941894531, 329.1341857910156, 606.3378295898438)",3,GENERATING SHAREHOLDER VALUE 
2484,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 631.4738159179688, 248.9430694580078, 696.3738403320312)",27,Our Powering Progress strategy generates value for our shareholders. It provides the financial strength to transform our company as the world makes the transition to cleaner energy. 
2485,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 584.6718139648438, 532.4660034179688, 599.601806640625)",4,Our business activities 82 
2486,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 603.6718139648438, 536.5957641601562, 618.601806640625)",3,Non-operated ventures 84 
2487,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(400.5359802246094, 622.6718139648438, 527.43603515625, 637.601806640625)",3,Divesting responsibly 84 
2488,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(92.41400146484375, 37.29279708862305, 258.8399658203125, 60.914794921875)",9,SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2489,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 392.6500244140625, 53.414794921875)",4,RESPECTING NATURE POWERING LIVES 
2490,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(430.2959899902344, 36.95679473876953, 477.0060119628906, 60.914794921875)",3,GENERATING SHAREHOLDER VALUE 
2491,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2550048828125, 37.29279708862305, 539.9510498046875, 60.914794921875)",3,OUR PERFORMANCE DATA 
2492,page 83 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 764.6267700195312, 225.8999481201172, 775.9592895507812)",5,81 Shell Sustainability Report 2020 
2493,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 93.59577941894531, 334.5329895019531, 123.45578002929688)",3,OUR BUSINESS ACTIVITIES 
2494,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 130.56378173828125, 290.3410339355469, 152.05978393554688)",18,"Shell is a global group of energy and petrochemical companies with 87,000 employees in more than 70 countries. "
2495,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 160.56378173828125, 292.2130432128906, 192.05978393554688)",23,"We have expertise in the exploration, production, refining, marketing and trading of oil and natural gas, and the manufacturing and marketing of chemicals. "
2496,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 200.56378173828125, 289.39703369140625, 242.05978393554688)",41,"We use advanced technologies and take an innovative approach to help build a sustainable energy future. We also invest in power, including from renewable sources such as wind and solar, and new fuels for transport, such as advanced biofuels and hydrogen. "
2497,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 130.56378173828125, 534.0098266601562, 152.05978393554688)",15,"We serve more than 30 million customers at almost 46,000 retail service stations every day. "
2498,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 160.56378173828125, 546.52197265625, 182.05978393554688)",16,"Our strategy is to accelerate the transition of our business to net-zero emissions, purposefully and profitably. "
2499,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 190.56378173828125, 552.578125, 212.05978393554688)",17,"The integration of our businesses is one of our competitive advantages, allowing optimisations across our global portfolio. "
2500,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(66.614013671875, 265.11578369140625, 130.822021484375, 277.0597839355469)",2,KEY STATISTICS 
2501,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(66.614013671875, 290.11578369140625, 81.08601379394531, 302.0597839355469)",1,OIL 
2502,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(125.63800048828125, 321.0148010253906, 163.31199645996094, 347.8887939453125)",1,1.9% 
2503,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(125.63800048828125, 351.2838134765625, 213.47796630859375, 388.216796875)",8,approximately of the world’s oil provided by Shell 
2504,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(228.52899169921875, 290.11480712890625, 280.61700439453125, 302.0588073730469)",1,CUSTOMERS 
2505,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(287.5530090332031, 321.0148010253906, 351.53704833984375, 347.8887939453125)",2,30 million 
2506,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(287.5530090332031, 351.2838134765625, 378.9479675292969, 388.216796875)",10,customers served at our retail sites on average every day 
2507,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(390.4440002441406, 290.11480712890625, 485.7640686035156, 302.0588073730469)",2,CAPITAL EXPENDITURE 
2508,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(449.4679870605469, 321.0148010253906, 536.0899047851562, 347.8887939453125)",2,$16.5 billion 
2509,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(449.4679870605469, 351.2838134765625, 480.7249755859375, 364.216796875)",2,in 2020 
2510,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(66.614990234375, 400.61480712890625, 128.0709991455078, 412.5588073730469)",2,NATURAL GAS 
2511,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(125.63800048828125, 431.5148010253906, 166.06600952148438, 458.3887939453125)",1,2.5% 
2512,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(125.63800048828125, 461.7838134765625, 205.98098754882812, 498.716796875)",9,approximately of the world’s natural gas provided by Shell 
2513,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(228.52899169921875, 400.61480712890625, 287.0409851074219, 412.5588073730469)",1,PRODUCTION 
2514,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(287.5530090332031, 431.5148010253906, 356.9910583496094, 458.3887939453125)",2,3.4 million 
2515,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(287.5530090332031, 461.7838134765625, 361.4429626464844, 498.716796875)",9,barrels of crude oil equivalent a day in 2020 
2516,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(390.4440002441406, 400.61480712890625, 521.9559936523438, 412.5588073730469)",3,RESEARCH AND DEVELOPMENT 
2517,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(449.4679870605469, 431.5148010253906, 538.3818969726562, 458.3887939453125)",2,$907 million 
2518,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(449.4679870605469, 461.7838134765625, 542.599853515625, 486.716796875)",7,invested in research and development in 2020 
2519,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95581817626953, 495.98699951171875, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2520,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 392.6500244140625, 53.414794921875)",4,RESPECTING NATURE POWERING LIVES 
2521,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(430.2959899902344, 36.95679473876953, 477.0060119628906, 60.914794921875)",3,GENERATING SHAREHOLDER VALUE 
2522,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2550048828125, 37.29279708862305, 539.9510498046875, 60.914794921875)",3,OUR PERFORMANCE DATA 
2523,page 84 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 764.6267700195312, 225.8999481201172, 775.9592895507812)",5,82 Shell Sustainability Report 2020 
2524,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 108.61882781982422, 172.98902893066406, 120.56282806396484)",3,SHELL BUSINESS ACTIVITIES 
2525,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(184.2960968017578, 160.71644592285156, 186.77001953125, 169.34512329101562)",1,1 
2526,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(140.4488067626953, 202.04371643066406, 144.09963989257812, 210.67239379882812)",1,2 
2527,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(127.9197998046875, 242.32496643066406, 131.52259826660156, 250.95364379882812)",1,3 
2528,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(207.64019775390625, 200.1315460205078, 211.3931121826172, 208.76022338867188)",1,4 
2529,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(241.73829650878906, 181.2194366455078, 245.4491729736328, 189.84811401367188)",1,5 
2530,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(315.9559020996094, 222.18983459472656, 319.70880126953125, 230.81851196289062)",1,7 
2531,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(288.84698486328125, 202.2714385986328, 292.5998840332031, 210.90011596679688)",1,6 
2532,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(348.9757080078125, 190.0995635986328, 356.3794250488281, 198.72824096679688)",1,24 
2533,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(132.25259399414062, 275.8520202636719, 272.5461730957031, 286.4886169433594)",3,12 13 8 
2534,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(243.39559936523438, 249.1288604736328, 249.6224365234375, 257.7575378417969)",1,14 
2535,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(397.1539001464844, 258.9385986328125, 400.90081787109375, 267.5672912597656)",1,9 
2536,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(316.5255126953125, 285.15472412109375, 322.7523193359375, 293.7834167480469)",1,10 
2537,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(158.37759399414062, 295.9461364746094, 164.56239318847656, 304.5748291015625)",1,15 
2538,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(238.843994140625, 344.7950134277344, 245.07083129882812, 353.4237060546875)",1,16 
2539,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(232.4694061279297, 296.2776184082031, 238.6962432861328, 304.90631103515625)",1,17 
2540,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(386.68670654296875, 205.56690979003906, 394.04840087890625, 214.19558715820312)",1,25 
2541,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(457.6379089355469, 245.93446350097656, 465.0416259765625, 254.56314086914062)",1,26 
2542,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(272.3700866699219, 360.24871826171875, 278.2906799316406, 368.8774108886719)",1,18 
2543,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(290.76470947265625, 378.0654296875, 296.98553466796875, 386.6941223144531)",1,19 
2544,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(357.2243957519531, 310.6085205078125, 362.1722106933594, 319.2372131347656)",1,11 
2545,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(342.7489929199219, 348.29901123046875, 417.06671142578125, 358.48931884765625)",2,20 21 
2546,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(419.2546081542969, 308.38671875, 469.6756896972656, 318.700927734375)",2,22 23 
2547,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.6643981933594, 562.18798828125, 340.39715576171875, 571.1349487304688)",1,23. 
2548,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(432.2417907714844, 460.38299560546875, 441.05987548828125, 469.3299255371094)",1,24. 
2549,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(432.2417907714844, 443.6158142089844, 491.76104736328125, 459.7863464355469)",4,TECHNICAL AND   BUSINESS SERVICES 
2550,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(432.2417907714844, 477.1265563964844, 440.9574890136719, 486.073486328125)",1,25. 
2551,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(432.23870849609375, 494.4085998535156, 441.0567932128906, 503.35552978515625)",1,26. 
2552,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(446.93780517578125, 460.6295166015625, 521.5996704101562, 476.46380615234375)",6,Researching and developing  new technology solutions 
2553,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(446.93780517578125, 477.3553771972656, 507.26055908203125, 493.1896667480469)",6,Managing the delivery  of major projects 
2554,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(446.93780517578125, 494.6374206542969, 508.6236267089844, 510.4717102050781)",5,Providing technical and  supporting services 
2555,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.65869140625, 443.6391906738281, 369.2806701660156, 459.8097229003906)",3,SALES AND   MARKETING 
2556,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.65869140625, 460.4007873535156, 339.3787841796875, 469.34771728515625)",1,19. 
2557,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.65869140625, 476.6837463378906, 340.65313720703125, 485.63067626953125)",1,20. 
2558,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.6644287109375, 507.8021240234375, 339.2991943359375, 516.7490844726562)",1,21. 
2559,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(331.6644287109375, 531.0529174804688, 340.3971862792969, 539.9998779296875)",1,22. 
2560,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(341.643310546875, 460.6299743652344, 390.8653869628906, 476.4642639160156)",3,Supplying domestic  electricity 
2561,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(341.643310546875, 508.0308837890625, 397.1176452636719, 531.07080078125)",7,Progressing electric  vehicle and hydrogen  refuelling infrastructure 
2562,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(341.64373779296875, 476.9125061035156, 403.9166259765625, 507.1579895019531)",12,"Supplying products to  businesses, including gas  for cooking, heating and  electrical power "
2563,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(341.643310546875, 531.28125, 399.5013732910156, 561.5267333984375)",9,"Providing mobility   solutions for customers,  including fuels and  lubricants "
2564,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(341.643310546875, 562.4168701171875, 397.5841979980469, 571.0455932617188)",3,Supplying aviation fuel 
2565,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.27896118164062, 443.6625671386719, 292.6539001464844, 459.8330993652344)",3,TRANSPORT   AND TRADING 
2566,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.27896118164062, 460.4241638183594, 255.91372680664062, 469.37109375)",1,13. 
2567,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.27896118164062, 476.7071228027344, 255.9990692138672, 485.654052734375)",1,14. 
2568,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.27896118164062, 492.9672546386719, 255.89666748046875, 501.9141845703125)",1,15. 
2569,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.27896118164062, 502.2712097167969, 255.9990692138672, 511.2181396484375)",1,16. 
2570,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.28469848632812, 525.5220336914062, 256.0047912597656, 534.468994140625)",1,17. 
2571,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(248.28469848632812, 534.8259887695312, 255.87396240234375, 543.77294921875)",1,18. 
2572,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 460.6533508300781, 315.7088623046875, 476.4876403808594)",7,Shipping gas to where   it is needed 
2573,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 476.93634033203125, 312.710693359375, 492.7706298828125)",7,Shipping oil to where   it is needed 
2574,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 502.50042724609375, 315.8625183105469, 525.5403442382812)",8,Supply and distribution  of LNG for transport  applications 
2575,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 493.1965026855469, 304.82568359375, 501.8251953125)",4,Trading oil and gas 
2576,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 525.7512817382812, 299.54608154296875, 534.3800048828125)",2,Regasifying LNG 
2577,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(257.8735656738281, 535.0552368164062, 293.14593505859375, 543.6839599609375)",2,Trading power 
2578,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.27175903320312, 453.716064453125, 88.34515380859375, 462.6629943847656)",1,1. 
2579,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.27175903320312, 496.6087951660156, 89.44314575195312, 505.55572509765625)",1,2. 
2580,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.27175903320312, 513.859130859375, 89.44314575195312, 522.8060913085938)",1,3. 
2581,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.27175903320312, 537.63671875, 89.52848815917969, 546.5836791992188)",1,4. 
2582,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.27175903320312, 561.8404541015625, 89.42607879638672, 570.7874145507812)",1,5. 
2583,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(90.94496154785156, 453.71588134765625, 152.33604431152344, 469.5501708984375)",8,Exploring for oil and gas  onshore and offshore 
2584,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(90.94496154785156, 496.6086120605469, 152.25640869140625, 512.4429321289062)",5,Developing onshore and  offshore fields 
2585,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(90.94496154785156, 513.8589477539062, 152.97320556640625, 536.8988647460938)",8,"Producing conventional,  deep-water and shale oil  and gas "
2586,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(90.94496154785156, 537.6365356445312, 144.13226318359375, 560.6764526367188)",8,Capturing carbon   dioxide and storing it  safely underground 
2587,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(90.94496154785156, 562.3465576171875, 136.4520721435547, 570.9752807617188)",2,Extracting bitumen 
2588,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.29869842529297, 478.6919860839844, 146.40658569335938, 494.8625183105469)",3,DEVELOPMENT AND  EXTRACTION 
2589,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(84.29869842529297, 444.19134521484375, 128.26397705078125, 453.1562805175781)",1,EXPLORATION 
2590,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60064697265625, 468.3533935546875, 170.8573760986328, 485.671875)",2,6. 7. 
2591,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60064697265625, 492.0466003417969, 170.72653198242188, 500.9935302734375)",1,8. 
2592,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60064697265625, 508.323974609375, 170.8573760986328, 517.2709350585938)",1,9. 
2593,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60064697265625, 524.6013793945312, 173.4971160888672, 533.54833984375)",1,10. 
2594,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60064697265625, 533.90576171875, 172.13742065429688, 542.8527221679688)",1,11. 
2595,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(165.60682678222656, 550.1831665039062, 173.24159240722656, 559.130126953125)",1,12. 
2596,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(174.57289123535156, 468.58209228515625, 237.01083374023438, 508.109619140625)",12,Upgrading bitumen Refining oil into fuels and  lubricants Producing gas-to-liquids  (GTL) products 
2597,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(174.57289123535156, 508.55267333984375, 211.4154510498047, 524.3870239257812)",2,Producing   petrochemicals 
2598,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(174.57289123535156, 534.134521484375, 231.3046875, 549.9688110351562)",3,Generating renewable  power 
2599,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(174.57289123535156, 550.411865234375, 222.86199951171875, 566.2462158203125)",5,Producing liquefied  natural gas (LNG) 
2600,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(174.57289123535156, 524.830078125, 219.32334899902344, 533.4588012695312)",2,Producing biofuels 
2601,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(166.01849365234375, 444.19134521484375, 223.2052764892578, 467.5674743652344)",4,MANUFACTURING  AND ENERGY   PRODUCTION 
2602,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95679473876953, 495.98699951171875, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2603,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 392.6500244140625, 53.414794921875)",4,RESPECTING NATURE POWERING LIVES 
2604,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(430.2959899902344, 36.95679473876953, 477.0060119628906, 60.914794921875)",3,GENERATING SHAREHOLDER VALUE 
2605,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2550048828125, 37.29279708862305, 539.9510498046875, 60.914794921875)",3,OUR PERFORMANCE DATA 
2606,page 85 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 764.6267700195312, 225.8999481201172, 775.9592895507812)",5,83 Shell Sustainability Report 2020 
2607,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 93.59577941894531, 344.73297119140625, 123.45578002929688)",2,NON-OPERATED VENTURES 
2608,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 130.56378173828125, 297.9090270996094, 162.05978393554688)",24,Shell often works in joint ventures with national and other international energy companies. These organisations bring important skills and experience to a joint venture. 
2609,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 170.56378173828125, 293.5729064941406, 212.05978393554688)",42,More than half of Shell’s joint ventures are not operated by Shell. We do not have direct control over how these ventures embed sustainability in their operations but seek instead to offer our support and exert a positive influence on their operations. 
2610,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 220.56378173828125, 295.80499267578125, 262.0597839355469)",40,"For example, when entering a non-Shell-operated joint venture, we require our partners to agree to and adopt the Shell Commitment and Policy on Health, Safety, Security, Environment and Social Performance (HSSE & SP), or one substantially equivalent to our own. "
2611,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 270.56378173828125, 280.0690002441406, 302.0597839355469)",26,"When entering a non-Shell-operated joint venture, we expect our partners to apply standards and processes, or principles, that are materially equivalent to our own, specifically our: "
2612,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 310.56378173828125, 180.5970001220703, 322.0597839355469)",5,▪ Shell General Business Principles; 
2613,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 323.56378173828125, 196.82101440429688, 335.0597839355469)",8,▪ HSSE & SP Commitment & Policy; and 
2614,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(57.270999908447266, 336.56378173828125, 268.60498046875, 358.0597839355469)",15,▪ Statement on Risk Management (or a materially equivalent approach to risk and internal control). 
2615,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 366.56378173828125, 274.2129821777344, 388.0597839355469)",16,They are also expected to put in place standards to adequately address HSSE & SP risks. 
2616,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 396.56378173828125, 292.4210205078125, 418.0597839355469)",21,"We periodically evaluate the health, safety, environmental and community risks of our joint ventures. If a joint venture is falling below "
2617,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 130.56378173828125, 542.10595703125, 152.05978393554688)",16,"expectations, plans will be put in place, in agreement with the other participants, to improve performance. "
2618,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 160.11578369140625, 549.6581420898438, 242.05978393554688)",71,"HELPING OUR PARTNERS REDUCE EMISSIONS In 2020, we helped North Caspian Operating Company (Shell interest 16.8%), which operates the Kashagan oil and gas field in Kazakhstan, assess energy use on site and develop an emissions reduction strategy. This work highlighted measures that could reduce emissions, including implementing a methane leak detection and repair programme, recovering energy from waste heat and flared gas, and powering parts of the site with renewable energy. "
2619,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 250.56378173828125, 551.0418090820312, 332.0597839355469)",82,"LNG Canada (Shell interest 40%) is building a liquefied natural gas (LNG) export facility at Kitimat, British Columbia, which is expected to have one of the lowest greenhouse gas emission profiles for a project of its kind. Shell was closely involved in the design of the facility, which will use energy-efficient gas turbines and hydropower to reduce carbon emissions by 35% compared with the world’s best-performing LNG facilities. The project will improve the availability and affordability of natural gas for Asian markets. "
2620,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 340.56378173828125, 547.2818603515625, 392.0597839355469)",40,"In 2020, Petroleum Development Oman (PDO; Shell interest 34%) used our energy efficiency surveillance tool across its production sites and identified opportunities for operational improvements. This led to a reduction of carbon dioxide emissions, and also lowered PDO's operating expenses. "
2621,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 454.09576416015625, 325.4329528808594, 483.9557800292969)",2,DIVESTING RESPONSIBLY 
2622,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 491.06378173828125, 288.0289611816406, 542.5597534179688)",49,"In 2020, total divestment proceeds were $4 billion. See the Shell Annual Report 2020 for details. Divestments are a key part of our efforts to refresh and upgrade our portfolio as we drive towards our target to become a net-zero emissions energy business by 2050, in step with society. "
2623,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 551.0637817382812, 284.35699462890625, 592.5597534179688)",32,"We use well-established processes, applied in a systematic way, to guide our assessment of risk in divestments. We continually seek to strengthen our approach by building diverse perspectives into our decision-making process. "
2624,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 601.0637817382812, 291.3730163574219, 622.5597534179688)",21,We carry out due diligence on potential buyers when divesting parts of our business. We collaborate with both in-house and external 
2625,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 491.06378173828125, 529.8419799804688, 512.5597534179688)",13,"experts, where appropriate, to conduct checks and examine key attributes of potential buyers. "
2626,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 521.0637817382812, 550.8419189453125, 572.5597534179688)",39,"These attributes may include their financial strength; operating culture; health, safety, security and environment (HSSE) policies; and approach to ethics and compliance. We also consider risk and people management processes and standards; community liaison practices; and social investment programmes. "
2627,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 581.0637817382812, 544.9541625976562, 602.5597534179688)",18,"Applicable attributes are assessed against Shell’s policies, as well as the likely requirements of relevant laws and regulations. "
2628,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 611.0637817382812, 551.8179321289062, 632.5597534179688)",18,"Divestments are often subject to the approval of regulatory authorities, which includes potential buyers’ HSSE capacity and capability. "
2629,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91401672363281, 36.95679473876953, 495.98699951171875, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
2630,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(293.291015625, 37.29279708862305, 392.6500244140625, 53.414794921875)",4,RESPECTING NATURE POWERING LIVES 
2631,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(430.2959899902344, 36.95679473876953, 477.0060119628906, 60.914794921875)",3,GENERATING SHAREHOLDER VALUE 
2632,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(497.2550048828125, 37.29279708862305, 539.9510498046875, 60.914794921875)",3,OUR PERFORMANCE DATA 
2633,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 764.6267700195312, 225.8999481201172, 775.9592895507812)",5,84 Shell Sustainability Report 2020 
